WA.17b.431.1	Because the cold water is more dense so it goes down.
WA.17b.458.1	The cold water makes the water contract.
HB.60.569.1	By instead of using a gun the person could use a whistle.
HB.60.571.1	The person can practice before his running tournament.
HB.60.575.1	By practicing and concentrating so that a person will have a better response time.
HB.60.597.1	The person needs to practice hearing the gun.
HB.60.598.1	Practice the person's start time.
HB.60.613.1	The person could practice responding at noises to improve his start time.
HB.60.614.1	The person can improve his start by practicing.
WA.24b.279.1	There is surface tension or skin.
WA.24b.288.1	The surface of the car does not absorb water and the drop of water beads up and forms a little ball.
WA.24b.301.1	The surface of the car can not absorb in the water will make a bubble like shape or surface tension will stick all the water together.
WA.24b.351.1	Surface area causes the drop to form a dome or bead shape.
WA.24b.365.1	Plain water like hose water for example will make a dome shape and the surface tension from the car will help make the dome.
WA.24b.384.1	Surface tension causes the drop to form a dome or bead shape.
WA.24b.385.1	The property of surface tension causes the drop to form a dome or bead shape.
HB.34.537.1	The leg bones have to be big so they can support a person and help him walk.
HB.34.561.1	To hold all a person's body weight.
HB.34.568.1	The leg bones are so large compared to other bones in the human body because the leg bones need to keep a person upright.
HB.34.602.1	They need to hold the rest of the skeleton.
HB.34.603.1	The leg bones support most of a person's body.
HB.34.613.1	The leg bones are so long because they support a person's upper body.
HB.34.637.1	The leg bones are so large because it helps one run fast also it helps one move, walk.
WA.16b.510.1	Because when water molecules are warm they like to expand.
WA.16b.525.1	Because when one puts hot water into room temperature water it will rise up. Because the water in the bottle is cold and not in the bottle is not cold.
WA.16b.526.1	Because the water in the thermometer is room temperature water and hot water is less dense than room temperature water causing it to float or rise.
WA.16b.530.1	Because the warm water is less dense so it expands.
WA.16b.566.1	The hot water is more dense it is getting more dense.
WA.16b.567.1	Because hot water expands.
WA.16b.596.1	Because warm water is denser than cold water. When a substance is denser it squeezes up in a small space.
EV.11.254.1	A range of tolerance is what is the lowest to the highest of something that an organism can live in, and a optimum condition is the best place for an organism to grow in.
EV.11.279.1	An organism's range of tolerance and its optimum condition are conditions the organisms can live in.
EV.11.320.1	An organism's range of tolerance and its optimum condition both have places where an organism can live and stay.
EV.11.328.1	The relationship is that the optimum condition is somewhere in the range of tolerance.
EV.11.428.1	The optimum condition is the best and range of tolerance is what it survive in, optimum condition equals thrive, range of tolerance equals survive.
EV.11.441.1	Organisms need water, food, and a habitat.
EV.11.454.1	An organisms optimum condition is within its range of tolerance.
SE.4a.107.1	The cement is heat sink and the wood is heat sink.
SE.4a.109.1	Something that could hold energy.
SE.4a.123.1	A heat sink is an object that can attract heat.
SE.4a.126.1	Heat sink is anything that gets or contains heat.
SE.4a.144.1	Heat sink is when the sun absorbs the water from the sand.
SE.4a.159.1	A heat sink is something that traps heat in. Like water it heats up and traps the heat to make boiling water.
SE.4a.327.1	A material that goes slowly and energy goes slowly.
SE.4a.407.1	Something the heat sinks into.
SE.4a.506.1	Sand is heat sink.
SE.4a.521.1	A system that takes a long time to heat up and a long time to cool off.
SE.4a.175.1	A heat sink heats up slowly and cools down slowly.
SE.4a.190.1	A heat sink is when the temperature in the thermometer goes down or decreases.
SE.4a.191.1	A heat sink is something that absorbs heat and loses heat slow like water.
SE.4a.316.1	A heat sink is an earth material that absorbs energy slowly and releases it slowly.
SE.4a.382.1	A heat sink is a material that decreases heat such as water.
SE.4a.409.1	A heat sink is something that absorbs sunlight quickly. Water is the best heat sink.
SE.4a.429.1	A heat sink is when the temperature drops.
SE.4a.441.1	A heat sink is when a temperature goes up just a little or down a little.
SE.4a.493.1	A heat sink is a substance that can take in and give off heat.
SE.4a.564.1	A heat sink is a material that slows down another.
SE.4a.598.1	A heat sink is something takes long to cool down and get hot.
SE.4a.602.1	A heat sink is something that takes water to absorb.
SE.4a.605.1	A heat sink is not a thing like water.
SE.4a.620.1	A heat sink is water because it absorbs slowly and it lets go slowly.
MS.39.105.1	One might get more medicine than one needs.
MS.39.110.1	People use a standard unit all around the world. And it is important.
MS.39.113.1	If one does not use a standard unit one might not get the right answer one may not even get one that is close.
MS.39.153.1	So one can find the actual answer to a question that one have.
MS.39.174.1	Because if one do not one will get the wrong measurement.
MS.39.276.1	People use standard units because if somebody makes bottles of water they put at the bottom how many liters it is.
PS.44.104.1	The small string has the highest pitch than the long one.
PS.44.105.1	The sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked because the little string makes a height sound.
PS.44.111.1	The short string, will make a high sound and a long string will make a low sound. The short string and the long string are different because they are high and low.
PS.44.114.1	If one plucks the string, it makes a volume.
PS.44.118.1	A short string being plucked is different than the long string being plucked because the long string has the lowest pitch. And the shortest has the highest pitch.
PS.44.138.1	A little string has a high pitch and a big string has a low pitch.
FN.20b.101.1	Using only the results from her experiment, a person will know which one has more fat in it by the larger the grease spot the more fat.
FN.20b.123.1	A person will know which one has the most fat is checking the size of the grease spots.
FN.20b.148.1	Look at the grease that is on the brown paper and what has the most grease has the most fat.
FN.20b.156.1	The bigger the grease spot the more fat.
FN.20b.218.1	Whichever one is higher on the graph has more fat.
FN.20b.265.1	One can tell which one has more fat by looking at the brown piece of paper and the biggest grease spot has more fat in it.
MX.16a.140.1	No because one has more water.
MX.16a.206.1	No, because the persons do not say how much spoons are in there and 250 milliliters is more concentrated.
MX.16a.277.1	No because the concentration has to be equal.
MX.16a.366.1	No the saturated solutions do not because they are not the same amount of water and it will not equal the same.
MX.16a.386.1	No, because there is less room for the solute to spread out in the person's solution. The material at the bottom is not part of the solution.
MX.16a.389.1	Yes because the saturated solutions both have the same amount of solid.
FN.19b.103.1	Putting the bag of yeast, warm whatever the food sample one are tasting.
FN.19b.106.1	Whichever food has the most carbohydrates has more sugar. And that is how a person will know her results.
FN.19b.139.1	Finally a person will have to get a volume tube put the bag in it and press down. Then one are done.
FN.19b.145.1	A person will know which food contains the most sugar by how high the volume tube goes. Look at the one with the highest number or highest volume tube.
FN.19b.152.1	If the food puffs up more that means that it has sugar in it.
FN.19b.176.1	A person will know because the bag that was highest in the volume tube when pressing down has the most sugar.
MS.39.115.1	Because one could not make measurement without a standard unit.
MS.39.569.1	If one has a standard measurement one can get the correct answer and one does not have the wrong answer.
MS.39.598.1	One uses a standard unit so one does not get the measurement wrong.
MS.39.600.1	It is important to use a standard unit when making a measurement because it is a standard unit.
PS.44.145.1	The short string has a higher pitch sound.
PS.44.194.1	The lower pitch makes the loudest noise.
PS.44.225.1	The shorter the string the higher the pitch the Longer the string the lower the pitch.
PS.44.255.1	The shorter string has a higher pitch than the longer string !
FN.20b.171.1	By looking at the scale and seeing which one is lower.
FN.20b.219.1	A grease spot will appear whatever grease spot is bigger that food has more fat.
FN.20b.298.1	The oil or fat will have spread on the paper.
FN.20b.615.1	And the person can help one to measure the cup.
MX.16a.436.1	No because Mariella's solution is more concentrated because her solution has less water so it has taste more sweeter or saltier.
MX.16a.492.1	Yes because both the saturated solutions have the same amount of water.
MX.16a.497.1	Yes , because if the same amount of solute and make a saturated solution the concentration would be the same if the solutions had the same volume.
MX.16a.636.1	No because one has 100 milliliters of water and the other has 250 milliliters of water.
FN.19b.216.1	The person will know which food contains the most sugar by comparing the amount of carbon dioxide each food sample has.
FN.19b.424.1	The bag will be full of carbohydrate and it will be fat.
FN.19b.514.1	The person will know by measuring the sample also whichever has more bubbles.
FN.19b.532.1	Whichever one has the highest volume.
EM.13.397.1	The difference between a rock and minerals are that a mineral is made of rock.
EM.13.401.1	A rock is made up of minerals but minerals can not be made up of minerals.
EM.13.429.1	A rock is made up of minerals and a mineral is just one substance.
EM.13.435.1	A rock does not bubble or fizz. If one puts it in vinegar a mineral does or does not bubble and fizz.
EM.13.452.1	A rock can be broken up and one can find minerals , a mineral can be broken up but all one will find is more of that mineral.
EM.13.488.1	A rock is made out of lots of stuff and a mineral is made out of things.
EM.13.489.1	A rock is made out of lots of things. A mineral is only made out of one thing.
EM.13.498.1	A mineral has one mineral in it and a rock has all this minerals in it.
EM.13.501.1	A rock has one thing and a mineral has a lot of stuff in it.
EM.13.508.1	Minerals are in rocks. The rocks are minerals put together.
EM.13.522.1	Not all rocks are hard and some can be scratched. Some minerals are hard and some can be crushed.
EM.13.533.1	A rock is hard a mineral is in a rock because a rock is made from minerals.
EM.13.537.1	Mineral is something in a rock a rock is a hard cement kind of.
EM.13.564.1	A rock is made with different materials and a mineral is made with elements.
EM.13.598.1	The rocks have many size. The mineral have space , size and color.
EM.13.602.1	A rock is made out of more than one mineral. And a mineral is made out of one thing.
EM.13.605.1	A rock has more than one substances. A mineral only has one substance.
EM.13.606.1	A rock has more than one thing and a mineral does not.
EM.13.632.1	A mineral is made of only one substance but a rock is made of many minerals.
EM.13.645.1	Rocks are made out of mineral and mineral is made out of crystals.
EM.33b.427.1	Because the paperclip is an easier item to scratch a rock or mineral than a penny.
EM.33b.432.1	One knows because the paperclip is a harder tool so if a softer tool can scratch it so can the paperclip.
EM.33b.436.1	A paperclip is harder because one scratched the penny with the paperclip. The penny got a scratch.
EM.33b.452.1	A paperclip is harder than a penny.
EM.33b.466.1	If the paperclip scratches the mineral then the penny scratches it because they are almost the same hardness.
EM.33b.467.1	Because the penny is the middle hardness and the paperclip is the hardest that is how one knows it should be scratched.
EM.33b.488.1	Because if mineral is kind of hard as a penny.
EM.33b.492.1	If the hardest tool can scratch the mineral then the second hardest can.
EM.33b.499.1	A paperclip is harder than a penny and the paperclip is like a penny.
EM.33b.504.1	If a washer scratched the mineral and the paperclip is harder than the washer than it would scratch the mineral too.
EM.33b.523.1	A paperclip is the hardest so if a penny can a paperclip can.
EM.33b.532.1	Because the paperclip is just like a penny.
EM.33b.561.1	A paperclip is also hard and it can make a mark.
EM.33b.570.1	Because paperclip is bigger and harder.
EM.33b.573.1	Because paperclip is harder and it can not scratch the mineral.
EM.33b.593.1	Because a penny is a little bit harder than a fingernail and if a penny scratches a fingernail would scratch.
EM.33b.609.1	Because the paperclip is the hardest tool and the penny is almost the hardest so the paperclip can scratch the mineral.
ME.36.108.1	The bulbs are dim because they have to share a path. They are bright because they do not have to share a pathway.
ME.36.123.1	Because with a parallel the bulbs have their own pathway.
ME.36.146.1	In a series the bulbs do not have enough energy to flow through it. In a parallel the bulbs has a enough out energy to flow through.
ME.36.173.1	The bulbs are dim on the series circuit because the series circuit does not have a circuit. The parallel is bright because the bulbs have a circuit.
ME.36.181.1	The bulbs are very bright because they each have their own pathway.
ME.36.185.1	In the series circuit there is a disconnection in the wiring. In a parallel circuit the energy flows straight to the bulb , goes through and keeps going in a circuit.
ME.36.206.1	The light bulbs are dim because in a series circuit they share some of the same connections.
ME.36.214.1	The bulbs are dim in a series because they are using each other's energy , the lights are bright in a parallel because the bulbs are not sharing energy with each other.
ME.36.215.1	One gets more power than the other.
ME.36.226.1	The bulbs are dim in a series and bright in a parallel because parallel is 2 or more and a series is only one way. So parallel is stronger.
ME.36.253.1	The bulbs are dim in series and bright in parallel because the 2 bulbs were new and the other bulbs were probably old.
ME.36.277.1	The lights are dim in a series circuit because they share the same circuit , and bright in a parallel circuit because they do not share.
ME.36.278.1	The bulbs are dim in a series circuit because one of the bulbs is taking all of the electricity. The bulbs are bright in the parallel circuit because they are sharing electricity.
ME.36.313.1	In the series circuit the bulbs are dim because there is only one bulb. In the parallel circuit there are 2 bulbs so the bulbs are bright.
ME.36.328.1	The bulbs in a series circuit are dim because there is only one pathway for electricity and in a parallel circuit there is more than one pathway.
SE.27b.103.1	No , There are 2 different things.
SE.27b.105.1	No , Because the bulb would be little warm. It would be hotter if the student would not be grabbing the bulb.
SE.27b.120.1	No , the thermometer would not read the same temperature because the heat on one's hand heats the thermometer.
SE.27b.133.1	No , No because the temperature will rise like 4 or 5 degrees.
SE.27b.139.1	No , The temperature will change when one holds the thermometer by the bulb because one's hand and body is warm so the temperature will go high.
SE.27b.184.1	Yes , One thinks yes because if one puts one's thumb there the heat from one's body makes oneself heat in one's own body.
SE.27b.243.1	No , Because of that student 's body heat.
SE.27b.265.1	Yes , Well the alcohol needs the sun or shade to change the bulb of the thermometer , but if something or someone is blocking it , the alcohol will not go neither up nor down.
SE.27b.316.1	No , Because if a student had the thermometer by the bulb the thermometer would measure the temperature of his or her body not the object.
SE.27b.323.1	No , Because the thermometer would read how cold or hot is the bulb and that is what it would read.
SE.27b.333.1	Yes , Because if one put one's hand on the round part the air is not going to feel thermometer.
SE.27b.416.1	No , if a person held a thermometer by the bulb then the thermometer would sense one's hands and the degrees would rise.
SE.27b.514.1	No , the temperature would not be the same because the thermometer would be taking in the body temperature.
SE.27b.538.1	No , the temperature would be warmer because the warmth and pressure of one's fingers would give warmth to the bulb.
SE.27b.605.1	No , No because the temperature would be changed.
WA.18.383.1	Water evaporation is also predicted by the volume mass.
WA.18.385.1	A person disagrees because the surface area effects the evaporation. Also it just takes more time when the water is cold.
WA.18.451.1	A person agrees because anything with water on it in the heat will evaporate.
WA.18.455.1	A person disagrees because water can evaporate when it is breezy too.
WA.18.456.1	A person disagrees because water can evaporate at any temperature.
WA.18.465.1	A person disagrees. Water can evaporate at any temperature. Make the water make it evaporate faster.
WA.18.469.1	A person agrees because heat can help the time of evaporation.
WA.22.182.1	Both evaporation and condensation are processes that involve causing rain because first, when there is a cup of water, the sun would evaporate the water and turn it into water vapor, then the water vapor would touch a cool surface and start condensation. Then the condensation would go to the clouds and cause rain.
WA.22.207.1	One chooses both evaporation and condensation because when water evaporates it turns into water vapor when there is enough it forms rain clouds then condensation happens and forms rain.
WA.22.212.1	Was evaporation makes a cloud full of water vapor then that cloud becomes rain.
WA.22.221.1	Because but evaporation is air condensation is like cloud and rain.
WA.22.223.1	Because evaporation causes the water to go up in the air, and condensation makes clouds which eventually form precipitation or rain.
WA.22.227.1	Because water gets evaporated.
WA.22.229.1	Evaporation and condensation both have something to do with rain because evaporation evaporates the water into the air and makes it water vapor. The water vapor condenses and makes clouds filled with water and then the cloud touches a cool surface and condensation makes the liquid water back into water and it rains.
WA.21.461.1	Ice expands instead of contracts.
WA.21.497.1	Because 0 degrees Celsius is the freezing point of water. When water freezes it expands. The water bottle cracked because the ice needed more room than the water.
WA.21.510.1	0 degrees Celsius is 32 degrees Fahrenheit and when the temperature is 32 degrees Fahrenheit the water froze and when water freezes the ice expands.
WA.21.521.1	Because if one leaves a cup or bottle of water outside when the temperature is 0 degrees Celsius it will crack.
WA.21.522.1	The bottle gets so cold and froze that it cracked the plastic bottle.
WA.21.523.1	Because the water in the water bottle froze and it expanded and it did not have enough room, so it cracked.
WA.21.534.1	The bottle cracked because water expands when the temperature hits the freezing point.
